knm_05927_01699170109	ಬಾಗಿಲಿಗೆ ಬಂದ ಜ್ಯೋತಿಯನ್ನು ಸ್ವಾಗತಿಸಿ
knm_06971_00346054616	ಇಲ್ಲಿನ ಕಾಡುಗಳಲ್ಲಿ ಬೆಲೆಬಾಳುವ ಮತ್ತಿ ಮರಗಳಿವೆ
knm_01672_01159283619	ಬಾಹ್ಯ ಅಂಡವಾಯುಗಳು ಹೊರಗಿನ ಪ್ರಪಂಚಕ್ಕೆ ಮುಂಚಾಚಿಕೊಂಡರೆ
knm_02894_00275838808	ಆದರೆ ಕಾನಿಷ್ಕನ ಕಾಲವೇ ನಿರ್ಧಾರವಿಲ್ಲ
knm_05927_00041081532	ಇವನು ರಾಮನಿಗೆ ಸೀತೆಯನ್ನು ಹುಡುಕಲು ಹಾಗೂ ರಾವಣನೊಂದಿಗೆ ಯುದ್ಧದಲ್ಲಿ ಸಹಾಯ ಮಾಡಿದವನು.
knm_07918_00119482595	ಇದು ಕಾರ್ಯವಿಧಾನವನ್ನು ನಡೆಸಲು ಅವಕಾಶ ನೀಡುತ್ತದೆ.
knm_09877_01607823101	ಸಾವಿರದೊಂಬೈನೂರ ಹದಿಮೂರರಿಂದ ಸಾವಿರದೊಂಬೈನೂರ ಹದಿನಾಲ್ಕು, ಅಂತರಾಷ್ಟ್ರೀಯ ಮಹಿಳೆಯರ ದಿನದ ಆಚರಣೆ ಒಂದನೇ ವಿಶ್ವ ಯುದ್ಧವನ್ನ ತಡೆಗಟ್ಟುವ ಯಾಂತ್ರಿಕ ಕೌಶಲ್ಯವಾಗಿ ಮಾರ್ಪಟ್ಟಿತು.
knm_08025_02039379885	ಕೂಲಂಕುಷವಾದ ಭೇದ್ಯ ಮಾಪನೆ ಹಾಗೂ ಪ್ರಸ್ತಾಪಿತ ಕ್ರಮಗಳನ್ನು ಎರಡು ಸಾವಿರದ ಎಂಟರಲ್ಲಿ ಪ್ರಕಟಿಸಲಾಯಿತು
knm_06230_00140511087	ಅಂತಾರಾಷ್ಟ್ರೀಯ ಗಡಿಪ್ರದೇಶಗಳು ಅಥವಾ ಪ್ರದೇಶಗಳಾದ್ಯಂತ ಹಣದ ಸರಕುಗಳು
knm_04526_01969768346	ಇದು ಒಂದು ಸಾವಿರದ ಎಂಬತೈದು ಮೀಟರ್ ಉದ್ದದ ವಿನ್ಯಾಸವನ್ನು ರಚಿಸಿರುವ ಹತ್ತು ಪ್ರತ್ಯೇಕ ವಿಭಾಗಗಳನ್ನು ಒಳಗೊಂಡಿದೆ
knm_02352_00111625498	ಇದರ ಹಣ್ಣುಗಳನ್ನು ತಿನ್ನಲು ಉಪಯೋಗಿಸುತ್ತಾರೆ.
knm_08025_00447928111	ಆರ್ಥಿಕ ಕುಸಿತದ ಸಮಯದಲ್ಲಿ ಅಲ್ಲಿ ಆಗಾಗ್ಗೆ ದೇಶೀಯ ಕೈಗಾರಿಕೆಗಳನ್ನು ರಕ್ಷಿಸಲು ಸುಂಕವನ್ನು ಹೆಚ್ಚಿಸಲು ಬಲವಾದ ದೇಶೀಯ ಒತ್ತಡಗಳು ಹೆಚ್ಚಿರುತ್ತವೆ.
knm_04992_01082984265	ದೀಪಾವಳಿ ಹಬ್ಬದ ರಾತ್ರಿಗಳಲ್ಲಿ ಮಾತ್ರ ತಂಡ ಕಟ್ಟಬೇಕು.
knm_02894_01281921711	ಅಂಡವಾಯುವನ್ನು ದುರಸ್ತಿ ಮಾಡಲೆಂದು ಬಳಸಲಾದ ಜಾಲರಿಯ ತಳ್ಳಿಹಾಕುವಿಕೆಯೂ ಸೇರಿದಂತೆ ಶಸ್ತ್ರಕ್ರಿಯೆಯ, ನಂತರದಲ್ಲಿ ತೊಡಕುಗಳು ಉದ್ಭವಿಸಬಹುದು.
knm_00180_00811702365	ಸತ್ವಗುಂದಿಸಿದ ಪ್ರಾಣಿಗಳಲ್ಲಿನ ಅವುಗಳ ಕಾರ್ಯಚಟುವಟಿಕೆಯನ್ನು ವೃಷಣಗಳ ಸಾರಸತ್ವವು ಬದಲಿಸಬಲ್ಲದು
knm_09140_01205533375	ಗಿಣ್ಣು ಉತ್ಪನ್ನದಲ್ಲಿ ಅಂಜೂರದ ಹಾಲನ್ನು ಹೆಪ್ಪುಗಟ್ಟಿಸುವುದಕ್ಕೆ ಉಪಯೋಗಿಸುತ್ತಾರೆ.
knm_02910_01460641226	ಇದರಿಂದಾಗಿ ಸಂಪುಟದ ಕೆಳಭಾಗದಲ್ಲಿ ಮಣ್ಣನ್ನು ಹೊರತೆಗೆಯುವ ಕೆಲಸಗಾರರಿಗೆ ಅನುಕೂಲವುಂಟಾಗುತ್ತದೆ.
knm_08025_00919005432	ಕಂಬಳಿಹುಳು ತೊಗಟೆ ಮತ್ತು ಜಲವಾಹಕ ನಾಳಗಳನ್ನು ಟಿಷ್ಯೂಗಳನ್ನು ತಿನ್ನುವುದರಿಂದ ರೆಂಬೆಗಳು ಒಣಗಿಹೋಗುತ್ತವೆ.
knm_02533_01762344274	ಮುನ್ನೂರು ಗಜಗಳಲ್ಲಿ
knm_03197_01467002945	ತೆಗೆದು ಕೊಂಡ ಮಾರ್ಗದಲ್ಲಿ ಘರ್ಷಣೆ ಉಂಟಾದರೆ ನಡೆಯುವ ಕೆಲಸದ ಮೇಲೆ ಪರಿಣಾಮ ಬೀರುತ್ತದೆ
knm_04689_01202567289	ಅದರ ಮೇಲೆ ತವರದ ಚೂರಿನಿಂದ ಉಜ್ಜಿದರೆ ಫಾಸ್ಪರಸ್ ಇದ್ದಲ್ಲಿ ನೀಲಿ ಬಣ್ಣ ಬರುತ್ತದೆ.
knm_00811_00205250134	ಇವುಗಳಲ್ಲಿ ಹದಿಮೂರು ಘಟಕಗಳು ಆಗಲೇ ಕಕ್ಷೆಯಲ್ಲಿವೆ
knm_04689_00491064069	ಯೋಜಿತ ಅಂತರ್ಯುದ್ಧಗಳಲ್ಲಿ ಬುಡಮೇಲು ಕೃತ್ಯಗಳು ಪ್ರಾರಂಭವಾಗುತ್ತವೆ.
knm_07918_00258326376	ಈ ಮಾದರಿಯನ್ನು ಅನೌಪಚಾರಿಕವಾಗಿ ಟಿಸಿಪಿ/ಐಪಿ ಎನ್ನಲಾಯಿತು.
knm_07918_01629306334	ಪ್ರತಿ ಘಟಕವನ್ನು ಬಾಹ್ಯಾಕಾಶ ಬಾನಗಾಡಿಯ ಮೂಲಕ ಅಥವಾ ಪ್ರೋಟಾನ್ ರಾಕೆಟ್ ಅಥವಾ ಸೊಯುಜ್ ರಾಕೆಟ್ ನ ಮೂಲಕ ಉಡಾವಣೆ ಮಾಡಲಾಗುತ್ತದೆ.
knm_09877_00145819884	ರಾಷ್ಟ್ರೀಯ ಹಾಗೂ ಅಂತರರಾಷ್ಟ್ರೀಯ ನಿಯತಕಾಲಿಕಗಳು ಸಿಗುತ್ತವೆ.
knm_09140_01425740833	ಕಡಿಮೆ ಕೋಶಗಳನ್ನು ಮುಕ್ಕು ಮಾಡುತ್ತವೆ
knm_04689_01213238761	ಪ್ರಥಮ ಅಂತಾರಾಷ್ಟ್ರೀಯ ಶ್ರಮಜೀವಿಗಳ ಚಳವಳಿಗೆ ತಾತ್ತ್ವಿಕ ತಳಹದಿಯನ್ನು ಹಾಕಿಕೊಟ್ಟಿತು.
knm_04526_00699856422	ಇದರಿಂದಾಗಿ ಒಂದೇ ಒಂದು ಪ್ರಕರಣಕ್ಕೆ ಸಂಬಂಧಿಸಿದಂತೆ ಸುಮಾರು ಹದಿನೇಳು ನ್ಯಾಯಾಧೀಶರು ಹಾಜರಿರಬಹುದಾಗಿದೆ
knm_02894_01703763184	ಅಥರ್ವ ಎಂದರೆ ಪುಜಾರಿವೈದ್ಯ.
knm_05066_01485392726	ಇದು ಕಕ್ಷೆಯ ಮೇಲಿನ ವ್ಯವಸ್ಥೆಗಳ ನಿರ್ವಹಣೆ
knm_02352_00125655562	ಬೆಸಿಗೆ ಮತ್ತು ಚಳಿಗಾಲದಲ್ಲಿ ಹವಾಗುಣವು ಹಿತಕರವಾಗಿದೆ
knm_07221_01386460450	ಇಲ್ಲಿರುವ ಕೆಲವು ಬಾವಿಗಳಿಂದಲೂ ವ್ಯವಸಾಯಕ್ಕೆ ನೀರು ಒದಗುತ್ತದೆ
knm_07221_00991585322	ತಾನು ಸಹಾಯ ನೀಡುವ ಉದ್ಯಮಗಳಿಗೆ ಇದು ಸಾಧಾರಣವಾಗಿ ಇತರ ಅಂತಾರಾಷ್ಟ್ರೀಯ ಧನಸಹಾಯ ಸಂಸ್ಥೆಗಳಿಗೆ ಸರ್ಕಾರದ ಖಾತರಿಯನ್ನು ಅಪೇಕ್ಷಿಸುವುದಿಲ್ಲ.
knm_07221_01949123186	ಇಂಥ ಕಾದಾಟಕ್ಕೆ ಅಂತರ್ಯುದ್ಧವೆಂದು ಹೆಸರು.
knm_00574_00008634996	ಇಲ್ಲವಾದಲ್ಲಿ ಗಗನಯಾತ್ರಿಗಳು ಆಮ್ಲಜನಕದ ಕೊರತೆಯನ್ನು ಅನುಭವಿಸಬೇಕಾಗುತ್ತದೆ ಜೊತೆಗೆ ಉಸಿರಾಟದ ಹವೆಗಾಗಿ ಕಷ್ಟಪಡಬೇಕಾಗುತ್ತದೆ
knm_00811_01343031000	ನಿರ್ನಾಳ ಗ್ರಂಥಿಗಳ ವ್ಯವಸ್ಥೆಯು ಶರೀರದ ವಿಭಿನ್ನ ಭಾಗಗಳಲ್ಲಿ ಹಲವಾರು ಗ್ರಂಥಿಗಳನ್ನು ಒಳಗೊಂಡಿದೆ
knm_01114_00863090326	ಪೂರಕ ಪ್ರದೇಶಕ್ಕೂ ವಿಸರ್ಜಕ ಪ್ರದೇಶಕ್ಕೂ ಪ್ರಮುಖ ವ್ಯತ್ಯಾಸವಿದೆ
knm_09140_00402093804	ಏಕಕೇಂದ್ರೀಯಪದರಗಳಿಲ್ಲದ ಅಥವಾ ನ್ಯೂಕ್ಲಿಯಸ್ ಇಲ್ಲದ ಇವುಗಳಂಥ ಬೇರೆಯ ಕಲ್ಲುಗಳನ್ನು ಅಂಡಾಶ್ಮಗಳೆಂದು ಭ್ರಮಿಸುವುದುಂಟು.
knm_01099_01045517297	ಈ ಸರಣಿಯನ್ನು ದಶಮಾಂಶದ ಸಂಖ್ಯೆ ಎಂದು ವ್ಯಾಖ್ಯಾನಿಸಿ
knm_05066_01291481082	ಇಲ್ಲಿರುವ ಪ್ರತಿಯೊಂದು ತಂತ್ರಗಳಿಗೆ ಅದರದೆ ಆದ ಅನುಕೂಲಗಳಿವೆ
knm_05066_00268058989	ಮೂಳೆಗಳು ಕೊಳೆತು ಹಾಳಾಗದೇ ಇರುವುದೇ ಇದಕ್ಕೆ ಕಾರಣವಿರಬಹುದು.
knm_01114_00759071267	ಒಂದು ವಿಷಯದ ಸಮೀಕ್ಷೆಯ ಲೇಖನವಾಗೇ ಅಲ್ಲದೆ ಸಂಬಂಧಕ ಬರಹಗಳ ಗೊತ್ತಾದ ವಿಭಾಗಗಳಿಗೂ ಮೈಯಲ್ಲಿನ ಯಾವುದೇ ಭಾಗದ ಪೂರ್ಣ ವಿಷಯಗಳಿಗೂ ವಿಷಯಸೂಚಿ ಕೈಪಿಡಿ
knm_05066_01290032903	ತರಕಾರಿ ಬೆಳೆಗಳು ಬದನೆಕಾಯಿ
knm_03197_01112943249	ಅನೇಕ ನಿದರ್ಶನ
knm_07918_01128248773	ಮಾಗಿದ ಹಣ್ಣುಗಳನ್ನು ಕಿತ್ತು ಹಣ್ಣಿನಮೇಲೆ ಹಣ್ಣು ಬೀಳದಂತೆ ಎಚ್ಚರಿಕೆಯಿಂದ ಮರದ ತಟ್ಟೆಯಲ್ಲಿಡುತ್ತಾರೆ
knm_04705_01350060815	ಹೀಗೆ ಮಾಡಿದ ಭಾಗವನ್ನು ಮತ್ತೆ ತಗ್ಗಿದ ಉಷ್ಣತೆಯಿಂದ ಚಿಕಿತ್ಸೆ ಮಾಡಿದರೆ ಅದು ಮತ್ತೆ ಮೊದಲಿನಂತೆ ಆಗುತ್ತದೆ.
knm_02352_02011621586	ಉತ್ತಮ ಸಂಬಂಧ ,  ಅಕ್ಕ ಪಕ್ಕದ ದೇಶಗಳೊಂದಿಗೆ ಉತ್ತಮ ಸಂಬಂಧವನ್ನು ಹೊಂದಬಹುದು.
knm_07918_01085004502	ಪಟ್ಟಣದ ಹೊರವಲಯದಲ್ಲಿ ಜಮಖಾನೆ
knm_09877_01372664766	ಕೆನಡಾ
knm_00574_01346587669	ಎರಡು ಅಥವಾ ಹೆಚ್ಚು ಹೆದ್ದಾರಿಗಳು ಕೂಡುವ ಸ್ಥಳದಲ್ಲಿ ಬಲಭಾಗಕ್ಕೆ ಹೋಗಿ
knm_03197_00187566513	ವ್ಯಾಪಾರ ಸಂಸ್ಥೆಗಳು ಖಾಸಗಿ ಸಂದೇಶಗಳನ್ನು ಸಾರ್ವಜನಿಕ ನೆಟ್ವರ್ಕ್ ಮೂಲಕ ರವಾನಿಸುತ್ತದೆ
knm_06984_01264215149	ನಿಲ್ದಾಣವನ್ನು ಇನ್ನೂರ ಎಪ್ಪತ್ತೆಂಟು ಕಿಲೋಮೀಟರ್ ರಷ್ಟು ಎತ್ತರದ ಕಕ್ಷೆಯೊಳಗೆ ಸುಸ್ಥಿತಿಯಲ್ಲಿಟ್ಟು ನೋಡಿಕೊಳ್ಳಲಾಗುತ್ತದೆ.
knm_03197_00265586649	ಹಂತಗಳಲ್ಲಿ
knm_02910_02103920372	ವೈಮಾನಿಕ ವಿಜ್ಞಾನ ಬೆಳೆದಿದೆ
knm_06230_00749935487	ಹಣತೆಯನ್ನು ದೇವರ ಮುಂದೆ ಇಟ್ಟು ಕೈ ಮುಗಿಯುತ್ತಾಳೆ
knm_07918_00856866067	ಸಿಬ್ಬಂದಿ ಆಧಾರಿತ ಬಾಹ್ಯಾಕಾಶ ಪರಿಶೋಧನೆಯ ಉಪಫಲಗಳಿಂದ ಪಡೆಯುವ ಪರೋಕ್ಷ ಆರ್ಥಿಕ ಆದಾಯವು
knm_00180_01580766251	ಉಳಿದವ ದ್ವಿಪದಿ
knm_00271_00704087291	ಕೊಲಂಬಿಯ ದುರ್ಘಟನೆಯಿಂದಾಗಿ ನಿಲ್ದಾಣವು ಅನೇಕ ಕಿರು ತೊಂದರೆಗಳನ್ನು ಎದುರಿಸಬೇಕಾಯಿತು
knm_00271_00928625966	ಅರ್ಧ ಮೈಲಿಯಲ್ಲಿ
knm_03197_01507741343	ಆದರೆ ಇದು ಇತರ ಅಸ್ವಸ್ಥತೆಗಳ ಆಧಾರದ ಮೇಲೂ ಇರಬಹುದು.
knm_05927_02080732007	ವೇದಾಂತದ ಪ್ರಕಾರ ಅಹಂಕಾರವು ಅಂತಃಕರಣದ ಕಾರ್ಯದಲ್ಲಿ ಅಭಿಮಾನಪೂರ್ವಕವಾಗಿ ಕಾರ್ಯನಿರ್ವಹಿಸಿತ್ತದೆ
knm_03197_01370461050	ಇವು ಕಂಡುಬಂದ ಪ್ರದೇಶದಲ್ಲಿ ನೋವಿರಬಹುದು ಅಥವಾ ಇಲ್ಲದಿರಬಹುದು
knm_09140_01107259599	ಪೂರಕ ಪ್ರದೇಶಕ್ಕೂ ವಿಸರ್ಜಕ ಪ್ರದೇಶಕ್ಕೂ ಪ್ರಮುಖ ವ್ಯತ್ಯಾಸವಿದೆ.
knm_00180_02071485412	ಈ ಜಲವನ್ನು ಅಧಿಷ್ಠಾನವಾಗಿ ಹೊಂದಿರುವ ದೇವತೆ ಜಲದೇವತೆ
knm_09140_00444232969	ಈ ವ್ಯವಸ್ಥೆಯು ಬಾಹ್ಯಾಕಾಶ ಬಾನಗಾಡಿ ತ್ಯಾಜ್ಯ ಸಂಗ್ರಹಣಾ ವ್ಯವಸ್ಥೆಗೆ ಪೂರಕ ಸದೃಶವಾಗಿದೆ.
knm_03197_00312951989	ಅಂತರರಾಷ್ಟ್ರೀಯ ಅಣುಶಕ್ತಿ ಪ್ರಾಧಿಕಾರ
knm_07221_00736040910	ಅಲ್ಲದೇ ಇದು ರಷ್ಯಕ್ಕೆ ಅಂತರರಾಷ್ಟ್ರೀಯ ಬಾಹ್ಯಾಕಾಶ ನಿಲ್ದಾಣದ ನ ಒಂದೂವರೆ ಪ್ರಮಾಣದಷ್ಟು ಸಿಬ್ಬಂದಿ ಪಡೆವ ಕಾಲಾವಧಿ ಹಕ್ಕನ್ನು ಒದಗಿಸಿದೆ.
knm_00271_01826531269	ನೈಋತ್ಯಕ್ಕೆ ಸಾಗಿ
knm_06788_00666482071	ಅದೇ ನಿಯಮಾವಳಿ ಮೂವತ್ತೇಳರಡಿ ಈ ಕಾರ್ಯಕ್ಷೇತ್ರವನ್ನು ರಾಜಿ ಸೂತ್ರದ ವರ್ಗೀಕರಣದ ಒಪ್ಪಂದ ಮೇಲೆ ಅದನ್ನು ಅಂಗೀಕರಿಸಲಾಗಿದೆ
knm_00180_01177479319	ಮತ್ತೊಂದು ಪ್ರದೇಶ ವಿಸರ್ಜಕ ಪ್ರದೇಶ.
knm_08025_01186571618	ಒಂದು ಪೋಷಕದ ಸಾರಾಂಶ ಒಂದೇ ಸಸ್ಯದ ವಿವಿಧ ಭಾಗಗಳಲ್ಲಿ ವಿವಿಧ ರೀತಿಯಲ್ಲಿರುತ್ತದೆ.
knm_05927_00956763327	ಶಸ್ತ್ರವೈದ್ಯವೇ ಹೀನವಾದ ಕಸಬು ಎಂದು ಜನಾಭಿಪ್ರಾಯ ಹುಟ್ಟಿದುದರಿಂದ ಉತ್ತಮ ವರ್ಣದವರು ಶಸ್ತ್ರಚಿಕಿತ್ಸೆಯ ಗೋಜಿಗೆ ಹೋಗಿರಲಿಲ್ಲ
knm_04689_01777805899	ಮೌರ್ಯ ಸಾಮ್ರಾಜ್ಯವನ್ನು ಆಡಳಿತದ ಅನುಕೂಲದೃಷ್ಟಿಯಿಂದ ಅನೇಕ ಭಾಗಗಳನ್ನಾಗಿ ವಿಂಗಡಿಸಲಾಗಿತ್ತು.
knm_04689_00533654899	ಗಗನಯಾತ್ರಿಗಳು ತಮ್ಮನ್ನು ಟ್ರೆಡ್ ಮಿಲ್ ಗೆ ಬಿಗಿದುಕೊಳ್ಳಲು ಬುಂಗೀ ಕಾರ್ಡ್ ಗಳನ್ನು ಬಳಸುತ್ತಾರೆ.
knm_00574_00967557180	ಬಲದಲ್ಲಿ ನಿರ್ಗಮಿಸಿ
knm_00378_01610305717	ಇವನ್ನು ಬಿಟ್ಟು ಒಟ್ಟಿನಲ್ಲಿ ನೋಡುವುದಾದರೆ
knm_05066_00116777566	ಈ ರೀತಿ ಏರ್ಪಾಡಿಗೆ ಸುತ್ತುವ ಟ್ರಾಂವೇ ಎನ್ನಬಹುದು
knm_02352_01462738894	ರೈತರು ಹೆಚ್ಚಿನ ಪ್ರಮಾಣದಲ್ಲಿ ರಾಸಾಯನಿಕ ಗೊಬ್ಬರಗಳನ್ನು ಬಳಸುವುದರಿಂದಲೂ ಅವು ನೀರಿನಲ್ಲಿ ಕರಗಿ ನೆಲದೊಳಗೆ ಜಿನುಗಿ ಅಂತರ್ಜಲ ಭಂಡಾರವನ್ನು ಸೇರಿ ಕಲುಷಿತಗೊಳಿಸಬಹುದು.
knm_00811_01584990348	ಜೋಳದ ರೊಟ್ಟಿ
knm_02352_00028185662	ಪಶ್ಚಾತ್ತಾಪದಿಂದ ಅಂತಃಶುದ್ಧಿಯನ್ನು ಪಡೆಯಬಹುದೆಂದು ನೀತಿಶಾಸ್ತ್ರಜ್ಞರು ಹೇಳುತ್ತಾರೆ.
knm_01114_01162911163	ಸಾಗರ ಭಾಗದಲ್ಲಿ ಅತ್ಯಂತ ಕಡಿಮೆ ಉಷ್ಣತೆ ಮಯ್ನಸ್ ಅರುವತ್ತು ಸೆಂಟಿಗ್ರೇಡ್
knm_09140_01814268689	ಯುವರಾಜ್ ಸಿಂಗ್ಯುವರಾಜ್ ಸಿಂಗ್ ಒಬ್ಬ ಭಾರತೀಯ ಅಂತಾರಾಷ್ಟ್ರೀಯ ಆಟಗಾರ.
knm_02894_01125235092	ಆಗ ಜಲಮಟ್ಟ ಕೋನಾಕಾರವನ್ನು ತಾಳುತ್ತದೆ.
knm_00574_00954502337	ಸಾಗರ ಮಟ್ಟದಿಂದ ಸರಾಸರಿ ಎತ್ತರ ಎರಡು ಸಾವಿರ ಮೀಟರ್
knm_07221_00731948342	ಅಂಗಾಂಶಗಳ ರಚನೆಗೆ ವೇದಿಕೆಯಾಗಿ ಕಾರ್ಯನಿರ್ವಹಿಸುವ ರಂಧ್ರಯುಕ್ತವಾದ ಆಕೃತಿಗಳನ್ನು ತಯಾರಿಸುವ ಹಲವು ವಿವಿಧ ವಿಧಾನಗಳನ್ನು ಸಾಹಿತ್ಯದಲ್ಲಿ ವರ್ಣಿಸಲಾಗಿದೆ.
knm_02910_01682210704	ಅಂತರಿಕ್ಷಯಾನ ಪದವಿಗಾಗಿ ವಿದ್ಯಾರ್ಥಿಗಳು
knm_01114_00665740225	ಆದರೆ ಅಂತರಾಷ್ಟ್ರೀಯ ವ್ಯವಹಾರವು ಸರಕುಗಳ ಜೊತೆಗೆ ಸೇವೆಗಳ ಕ್ರಯ ವಿಕ್ರಯಗಳಿಗೂ ಸಂಬಂಧಿಸಿದೆ
knm_01672_00101792051	ಲಕ್ಷ
knm_02533_01288526621	ರೈಲಿನಲ್ಲಿ ಪ್ರಯಾಣಿಸಿ
knm_06971_00740870962	ಈ ಸಾಗುವಣೆಗೆ ಶುಲ್ಕ ನೀಡಿರುವ ಗುರುತಾಗಿ ಸಾಮಾನ್ಯವಾಗಿ ಅಂಚೆ ಚೀಟಿಗಳನ್ನು ಪತ್ರಕ್ಕೆ ಲಗತ್ತಿಸಲಾಗುತ್ತದೆ.
knm_09877_01047844495	ಇದು ಅಂತರರಾಷ್ಟ್ರೀಯ ಬಾಹ್ಯಾಕಾಶ ನಿಲ್ದಾಣದ ಗಗನಯಾತ್ರೆಯ ಸಂದರ್ಭದಲ್ಲಿ ಸೇರಿಕೊಂಡ ಪ್ರತಿ ಬಾನಗಾಡಿಯ ಭಾಗದಲ್ಲಿ ನಡೆಯುತ್ತದೆ.
knm_04526_02039547270	ಈ ನಿಯಮವನ್ನು ಉಲ್ಲಘಿಂಸಿದರೆ ಆಲೋಚನೆಯೇ ಅಸಾಧ್ಯವಾಗುತ್ತದೆ
knm_03197_00596707173	ಇದನ್ನು ಪ್ರವಾಹೀ ಗುರುತ್ವಾಕರ್ಷಣ ಬಲ ಎಂದು ಕೂಡ ಕರೆಯಲಾಗುತ್ತದೆ.
knm_01796_01313954424	ಇವರ ರಥದಲ್ಲಿ ಮಧುರವಾದ ಉದಕ ಪ್ರಕಾಶಿಸುತ್ತದೆ.
knm_00811_00947754688	ಈ ನಿಲ್ದಾಣದ ನಿರ್ಮಾಣವನ್ನು ಸಾವಿರದ ಒಂಬೈನೂರ ತೊಂಬತ್ತೆಂಟರಲ್ಲಿ ಪ್ರಾರಂಭಿಸಲಾಗಿದೆ
knm_01672_01030718695	ತನ್ನ ವ್ಯವಹಾರದಿಂದ ಸಂಭವಿಸಬಹುದಾದ ಎಲ್ಲ ಲಾಭನಷ್ಟಗಳಿಗೂ ಈ ಸಂಸ್ಥೆಯೇ ಪುರ್ಣವಾಗಿ ಹೊಣೆಯಾಗಿದೆ.
knm_00574_01400573671	ಪೂರ್ವ ಮತ್ತು ಪಶ್ಚಿಮ
knm_07722_00519512239	ಶಬ್ದದಿಂದ ಇವನ ಬರವನ್ನು ಊಹಿಸಬಹುದು.
knm_02352_01052389937	ಗಿಡವೇ ನಾಶವಾದರೂ ಆಗಬಹುದು.
knm_07524_00930177166	ಐಪಿ ಎಂಬುದು ಯಾವುದೇ ಸಂಪರ್ಕರಹಿತ ಶಿಷ್ಟಾಚಾರ ವಾಗಿದೆ
knm_06230_01075317080	ಆದರೆ ಇತ್ತೀಚೆಗೆ ಬೇರೆ ಬೇರೆ ರೀತಿಯ ಅಂಟುಗಳು ಉಪಯೋಗಿಸುತ್ತಾರೆ
knm_09140_00618697979	ಈ ಪದವನ್ನು ಪ್ರಜನನಜೀವಕಣದ ಬೆಳೆವಣಿಗೆಯಲ್ಲಿನ ವಿವಿಧ ಹಂತಗಳಿಗೂ ಬಳಸುತ್ತಾರೆ.
knm_00180_00304524174	ಗಿಡದಿಂದ ತಾವಾಗಿಯೇ ಮಾಗಿ ಬಿದ್ದ ಹಣ್ಣುಗಳನ್ನಾರಿಸಿ ಅಗಲವಾದ ತಟ್ಟೆಗಳಲ್ಲಿಟ್ಟು ಒಣಗಿಸುತ್ತಾರೆ
knm_05066_01613413457	ಇಲ್ಲಿಯ ಕೋಟೇಶ್ವರ ಅಥವಾ ರುದ್ರೇಶ್ವರ ದೇವಾಲಯದ ಹತ್ತಿರ ಒಂದು ಕೊಳವೂ ಒಂದು ರೋಮನ್ ಕ್ಯಾಥೋಲಿಕ್ ಇಗರ್ಜಿಯೂ ಇವೆ
knm_04705_01409677946	ಸಂಪುಟದ ಮೇಲ್ಭಾಗ ನೀರಿನ ಮಟ್ಟಕ್ಕಿಂತ ಮೇಲಿರುತ್ತದೆ.
knm_00417_00866181449	ವೃತ್ತದಲ್ಲಿ, ಎರಡನೇ ನಿರ್ಗಮನವನ್ನು ತೆಗೆದುಕೊಳ್ಳಿ
knm_05927_00809318075	ಪ್ರತಿಯೊಂದು ಸಮಾಜವಾದಿ ಪಕ್ಷವೂ ಯುದ್ಧನಿವಾರಣೆಯ ಕಾರ್ಯದಲ್ಲಿ ಆಸಕ್ತಿಗೊಂಡಿತು
knm_04526_01844940388	ಇತರ ದೇಶಗಳಲ್ಲಿ ಹೇಗೋ ಹಾಗೆ ಅಂತರಿಕ್ಷ ದೇವತೆಗೂ ಮಳೆಯ ಶಕ್ತಿ ಇದೆ
knm_06984_01981580237	ತಕ್ಷಣವೇ ಪಿಕಾಸೋ ಅವರು ಹೊಸ ಮಾಧ್ಯಮದಲ್ಲಿ ತನ್ನದೇ ಹೊಸ ಪ್ರಯೋಗಗಳನ್ನು ಮಾಡಲು ಪ್ರಾರಂಭಿಸಿದರು.
knm_05927_02077666827	ಈ ಸೇವೆಗೆ ದುಬಾರಿಯಲ್ಲದ ಶುಲ್ಕ.
knm_08025_01165442875	ಕಾನೂನು ರಚನೆಯಲ್ಲಿ ಆಡಳಿತ ನಿರ್ವಹಣೆಯಲ್ಲಿ
knm_00378_00593066862	ಈ ವಿಕಾಸವನ್ನು ಗಮನಿಸಿದ್ದರು ಬಾದಾಮಿ ಚಾಳುಕ್ಯರು
knm_02894_00615073999	ಬ್ರೆಟನ್ವುಡ್ಸ ಸಮಾವೇಶದಲ್ಲಿ ಪ್ರತಿನಿಧಿಸಿದ ಮೂಲ ಸದಸ್ಯ ರಾಷ್ಟ್ರಗಳಲ್ಲಿ ಭಾರತವೂ ಒಂದು.
knm_00180_00028931935	ಇದರಿಂದಾಗಿ ವಿದೇಶಿ ವ್ಯವಹಾರ ಬೆಳವಣಿಗೆಗೆ ಕಾರಣವಾಗಿದೆ
knm_06681_01321053826	ಬೇಲೇಕೇರಿ ಸಮುದ್ರ ತೀರ ಹಲವಾರು ಪ್ರವಾಸಿಗರನ್ನು ಕರೆಯುತಿತ್ತು ಆದರೆ ಈಗ ಮ್ಯಾಂಗನೀಸ್ ಉದ್ಯಮದಲ್ಲಿ ಉನ್ನತ ಹಂತವನ್ನು ತಲುಪುತಿದ್ದು ಉದ್ಯಮಿಗಳ ತವರೂರಾಗಿದೆ
knm_02910_00357922494	ಅವರ ಪ್ರಮುಖ ಬೆಂಬಲ
